"delivery_id","customer_id","jumpman_id","vehicle_type","pickup_place","place_category","item_name","item_quantity","item_category_name","how_long_it_took_to_order","pickup_lat","pickup_lon","dropoff_lat","dropoff_lon","when_the_delivery_started","when_the_Jumpman_arrived_at_pickup","when_the_Jumpman_left_pickup","when_the_Jumpman_arrived_at_dropoff"
1307518,127689,155879,"car","Peacefood Cafe","Vegan","Tempeh",1,"Extras","00:06:33.284904",40.7851600432828,-73.9769164738378,40.7033942217786,-74.0141068972478,"2014-10-06 12:02:01.155212","2014-10-06 12:26:57.166046","2014-10-06 12:35:17.480066","2014-10-06 13:09:30.726668"
1274468,95986,151467,"bicycle","McDonald's","Fast Food",,,,,40.7779396716555,-73.9547097350531,40.7843365,-73.9539073,"2014-10-01 18:17:51.625284","2014-10-01 18:18:53.498048","2014-10-01 18:34:09.732141","2014-10-01 18:42:50.967369"
1460242,300021,117686,"car","Han Bat","Korean","21. Soon Dae",1,"Main Dishes","00:06:10.419597",40.7502052976224,-73.9864320435835,40.7814599,-73.9806864,"2014-10-26 16:50:52.754548","2014-10-26 17:18:02.557555","2014-10-26 17:31:22.738561","2014-10-26 18:07:21.511913"
1324131,334758,90681,"bicycle","Melt Shop","American","Cheesy Tots",1,"Sides & Snacks","00:08:50.378398",40.7446071410038,-73.9907419681549,40.7633199,-73.9938087,"2014-10-09 15:32:43.974085","2014-10-09 15:32:18.537789","2014-10-09 15:51:08.62313","2014-10-09 16:03:53.278308"
1416277,113897,20962,"walker","Magnolia Bakery","Dessert","Peanut Butter Toffee Bar",1,"Brownies & Bars",,40.7757643150214,-73.9802062511444,40.780052,-73.956166,"2014-10-21 19:44:51.144311","2014-10-21 19:49:55.235149","2014-10-21 20:04:45.315134","2014-10-21 20:17:32.710612"
1413356,78465,158227,"bicycle","Duane Reade","Drug Store",,,,,40.7428757273408,-73.9925612441616,40.7425062,-73.9925644,"2014-10-21 10:08:40.392943",,,"2014-10-21 10:27:55.756742"
1356218,128224,99219,"bicycle","Osteria Morini","Italian","Garganelli",1,"Pasta",,40.7219525594088,-73.9977370005985,40.7167197,-74.0122998,"2014-10-13 18:00:38.265026","2014-10-13 18:01:53.350477","2014-10-13 18:30:02.582698","2014-10-13 18:40:48.499622"
1320596,368663,125504,"bicycle","Shake Shack","Burger","Shack-cago Dog",1,"Flat-Top Dogs",,40.7808257732201,-73.9764833450317,40.801488,-73.96969,"2014-10-08 20:53:52.039403","2014-10-08 20:59:18.079384","2014-10-08 21:14:42.577492","2014-10-08 21:23:52.213217"
1370431,58898,142140,"car","Whole Foods Market","Grocery Store","Org Tortilla Chips Blue Corn Lightly Salted",1,"Tortilla Chips",,40.723955,-73.991829,40.7299536,-73.9863498,"2014-10-15 22:10:13.616511",,,"2014-10-15 23:33:42.741134"
1488027,396432,99219,"bicycle","Juice Press","Juice Bar","Rehab Shot",2,"Other Beverages",,40.725948024962,-74.0011062165158,40.718659,-74.002854,"2014-10-30 17:36:13.67962","2014-10-30 17:36:59.326686","2014-10-30 17:55:48.869001","2014-10-30 18:05:27.272486"
1360308,57174,61900,"bicycle","Umami Burger","Burger",,,,"00:02:40.200298",40.7344458028097,-73.9987134933472,40.7209562733117,-73.9992813497006,"2014-10-14 11:32:50.35313","2014-10-14 12:04:38.153601","2014-10-14 12:14:27.858646","2014-10-14 12:24:02.125908"
1459871,391543,7833,"bicycle","Friedman's Lunch","Breakfast","Sweet Potato Fries",1,"Market Sides","00:09:19.602587",40.7426806357508,-74.006235828207,40.7401256189066,-74.0046866052542,"2014-10-26 16:14:29.755984","2014-10-26 16:30:04.283726","2014-10-26 16:41:53.882309","2014-10-26 16:47:32.044905"
1419674,81591,96818,"bicycle","The Grey Dog - University","Coffee","Three Eggs Any Style",1,"Breakfast","00:07:40.608833",40.7337872945445,-73.9930352568626,40.7442738833668,-73.9804587538067,"2014-10-22 10:05:54.955054","2014-10-22 10:18:07.110213","2014-10-22 10:34:28.21789","2014-10-22 10:50:48.875163"
1315209,55478,118095,"bicycle","Tevere 84",,,,,"00:04:49.675109",40.7780352476315,-73.9560356679452,40.732552,-73.996537,"2014-10-07 20:18:32.473578","2014-10-07 20:57:05.453244","2014-10-07 21:27:38.071168","2014-10-07 22:22:01.7357"
1282272,97991,72941,"bicycle","Blue Ribbon Sushi Bar & Grill","Japanese","Unagi",1,"Taiseyo (Atlantic Ocean)","00:10:21.717855",40.7676529121173,-73.9829254560004,40.7488275508246,-73.9901389527725,"2014-10-02 21:02:40.958544","2014-10-02 21:11:48.249277","2014-10-02 21:28:00.659548","2014-10-02 21:45:08.692013"
1409389,305905,110399,"bicycle","Hale & Hearty","Salad","Cream of Tomato w/ Chicken and Orzo",1,"Daily Soup and Sandwich Combo",,40.7420620785694,-74.0051805822082,40.7582648751367,-74.0043297881765,"2014-10-20 16:46:44.054616","2014-10-20 16:52:19.834639","2014-10-20 17:05:09.448766","2014-10-20 17:12:01.008974"
1453949,398009,157353,"car","Artichoke Basille's Pizza & Bar","Pizza","Sicilian Pizza Wedge",2,"Pizza Wedge","00:09:44.242899",40.743982,-74.006678,40.784503,-73.9789114,"2014-10-25 23:18:58.361996","2014-10-25 23:41:52.451878","2014-10-25 23:56:43.947854","2014-10-26 00:26:00.526696"
1467996,301380,142394,"bicycle","ilili Restaurant","Middle Eastern","Hommus",1,"Dips","00:05:16.988501",40.7441879543475,-73.9875309400254,40.734994,-73.987709,"2014-10-27 13:18:37.395003","2014-10-27 13:30:46.385334","2014-10-27 13:46:07.104381","2014-10-27 13:57:18.114768"
1307096,242203,122837,"bicycle","Whole Foods Market","Grocery Store",,,,,40.7156404716752,-74.0123535503784,40.7188368,-74.0026667,"2014-10-06 08:56:07.625449","2014-10-06 09:26:01.960726","2014-10-06 09:46:52.388559","2014-10-06 09:55:19.552144"
1416984,6210,20962,"walker","Tulsi Restaurant","Indian",,,,,40.7532554158019,-73.9720150255867,40.759818,-73.98764,"2014-10-21 20:58:18.15325","2014-10-21 20:59:28.579946","2014-10-21 21:16:18.592959","2014-10-21 21:36:00.591551"
1314550,348787,119813,"bicycle","Otto Enoteca Pizzeria","Italian","Lentils “Toscana”",1,"Vegetables","00:22:42.942105",40.7320637605782,-73.996154665947,40.767581786759,-73.9837041751259,"2014-10-07 18:40:38.769589","2014-10-07 18:49:49.978276","2014-10-07 19:27:58.470009","2014-10-07 19:55:56.804909"
1309391,275689,20217,"car","Nobu Next Door","Sushi","Bigeye Tuna Roll",1,"Dinner Sushi Rolls","00:07:17.915378",40.7193864133494,-74.0086925010449,40.7202117,-74.0021308,"2014-10-06 19:06:02.33568",,,"2014-10-06 20:05:04.534655"
1354092,93350,143085,"car","Hale & Hearty","Salad","Chicken Vegetable",1,"Daily Soups",,40.7420620785694,-74.0051805822082,40.754856,-74.000265,"2014-10-13 12:06:26.617162","2014-10-13 12:20:44.888115","2014-10-13 12:37:46.556293","2014-10-13 12:50:10.751447"
1274946,214394,28765,"bicycle","Yama Japanese Restaurant","Japanese","Edamame",1,"Appetizers","00:06:33.493332",40.7358722880658,-73.9876646158273,40.7323623,-73.9871248,"2014-10-01 19:27:10.808857","2014-10-01 19:36:07.237977","2014-10-01 19:54:01.123348","2014-10-01 20:09:19.58714"
1432690,110060,167596,"bicycle","sweetgreen","Salad",,,,,40.7450785894133,-73.9888215065002,40.7519839,-73.9947989,"2014-10-23 20:52:08.219885","2014-10-23 21:05:33.272177","2014-10-23 21:18:01.417134","2014-10-23 21:28:58.620616"
1325557,180921,30905,"car","Barbounia","Mediterranean","Wild Mushroom Cavatelli",1,"Fresh Pasta","00:08:59.674812",40.7382300397759,-73.9878323650875,40.767409,-73.968239,"2014-10-09 19:55:13.585009","2014-10-09 20:09:46.977675","2014-10-09 20:24:35.718907","2014-10-09 20:38:01.972034"
1415905,129798,91932,"bicycle","Grom",,,,,"00:02:21.995261",40.7675283519343,-73.9820473643095,40.7837169,-73.9835052,"2014-10-21 19:09:54.49836","2014-10-21 19:24:39.55415","2014-10-21 19:32:30.057069","2014-10-21 19:50:14.284335"
1347595,115610,153766,"bicycle","Duane Reade","Drug Store",,,,,40.7195180150664,-74.0104401111603,40.7235721692245,-74.010858123991,"2014-10-12 16:34:05.132289","2014-10-12 16:40:50.599037","2014-10-12 16:52:43.014039","2014-10-12 16:59:27.163427"
1328760,370889,116438,"bicycle","Popeyes Louisiana Kitchen","Fast Food",,,,,40.7558237751399,-73.9896344031386,40.7520354,-74.0052865,"2014-10-10 11:25:02.886325","2014-10-10 11:31:56.865993","2014-10-10 11:46:16.351605","2014-10-10 11:56:03.978223"
1272824,284087,23359,"bicycle","Smiler's",,,,,,40.7604682803003,-73.9739549579713,40.760557,-73.972888,"2014-10-01 12:34:39.745387",,,"2014-10-01 13:19:01.564414"
1303916,115610,67430,"bicycle","Sant Ambroeus","Italian",,,,"00:13:10.98591",40.7354866791871,-74.0033213049604,40.7235721692245,-74.010858123991,"2014-10-05 20:04:53.93576","2014-10-05 20:27:17.927984","2014-10-05 20:34:38.73344","2014-10-05 20:48:24.943891"
1379189,47440,112646,"bicycle","Bareburger","Burger","Barest Burger",1,"Bareburgers","00:06:25.129505",40.7284782636198,-73.9983918374479,40.7151704,-74.0116009,"2014-10-17 11:54:08.288602","2014-10-17 11:57:53.885801","2014-10-17 12:08:40.353961","2014-10-17 12:23:14.729735"
1407506,187993,102837,"car","sweetgreen","Salad","Harvest Bowl",1,"Signatures",,40.7213231869706,-74.0097320079803,40.714136,-73.991496,"2014-10-20 11:19:26.467551","2014-10-20 11:22:53.980411","2014-10-20 11:39:57.936188","2014-10-20 12:02:48.011257"
1320822,149508,43955,"bicycle","Shake Shack","Burger","Cheese Fries",1,"Fries",,40.7152793278103,-74.0148603916168,40.716168,-74.003693,"2014-10-08 21:18:11.900324","2014-10-08 21:28:15.142224","2014-10-08 21:47:35.029385","2014-10-08 21:54:36.734336"
1413590,47594,104989,"bicycle","California Pizza Kitchen","Pizza","Sesame Ginger Chicken Dumplings",1,"Appetizers","00:05:10.905882",40.7446662425236,-73.9833444133669,40.780774,-73.9542921,"2014-10-21 11:41:40.992132","2014-10-21 11:44:50.448057","2014-10-21 11:56:40.560636","2014-10-21 12:29:11.558863"
1322133,49104,156557,"car","Empanada Mama (closed)","Mexican","Reggaeton",1,"Wheat Flour","00:05:35.046927",40.764217,-73.988321,40.7478967309377,-74.0036082734112,"2014-10-09 01:10:10.348285","2014-10-09 01:21:06.666821","2014-10-09 01:33:26.106042","2014-10-09 01:42:17.535143"
1369431,115213,101359,"bicycle","Tamarind TriBeCa","Indian","Steamed Basmati Rice",1,"Basmati Degh Rice","00:04:37.287317",40.7192689254503,-74.0087498848041,40.7165905,-74.0048114,"2014-10-15 20:27:21.180415",,,"2014-10-15 21:24:36.683296"
1416028,129486,161162,"bicycle","Mamoun's Falafel","Mediterranean","Veggie Sandwich Combo",1,"Veggie Combo",,40.730178,-74.0003224,40.730687439223,-73.9951779771939,"2014-10-21 19:24:27.136568","2014-10-21 19:27:39.42526","2014-10-21 19:42:59.642617","2014-10-21 19:50:38.478874"
1407558,41130,99219,"bicycle","Village Yogurt",,,,,,40.737888,-73.99646,40.722746,-73.998857,"2014-10-20 11:34:27.673232","2014-10-20 11:35:39.406833","2014-10-20 11:45:29.157896","2014-10-20 11:55:03.887998"
1440400,114085,30743,"bicycle","Blue Ribbon Sushi Bar & Grill","Japanese","Ebi Shumai",1,"Appetizers","00:06:30.249477",40.7676529121173,-73.9829254560004,40.764469,-73.974488,"2014-10-24 19:56:55.542025","2014-10-24 20:15:38.925058","2014-10-24 20:31:27.677483","2014-10-24 20:39:48.270318"
1387545,91947,30743,"bicycle","Juice Generation","Juice Bar","Cold Warrior",1,"Juice Farmacy",,40.7644721363946,-73.9664304256439,40.7666878,-73.9686943,"2014-10-18 11:14:44.296065","2014-10-18 11:28:25.942755","2014-10-18 11:41:02.853142","2014-10-18 11:44:17.527043"
1365392,41415,142301,"bicycle","Clinton St. Baking Co. & Restaurant",,"Pancakes with Warm Maple Butter",1,"Brunch","00:03:53.585842",40.721294,-73.983994,40.7431395,-73.9969043,"2014-10-15 09:34:44.574598","2014-10-15 09:34:17.550238","2014-10-15 09:54:09.214336","2014-10-15 10:07:50.73076"
1401304,68116,67103,"truck","Blue Ribbon Sushi Izakaya","Japanese","Rock Shrimp & Crispy Garlic Teriyaki",1,"Kushi Yaki (Skewers)","00:08:13.927399",40.7219795797084,-73.9881482141556,40.7299994102531,-73.993687697864,"2014-10-19 18:30:30.460989","2014-10-19 18:47:48.288706","2014-10-19 19:01:10.251979","2014-10-19 19:22:12.812432"
1399094,162723,57186,"bicycle","Dessert Club, ChikaLicious (archived)",,,,,,40.7296565817919,-73.986345957912,40.765386,-73.978957,"2014-10-19 15:27:39.373178","2014-10-19 15:51:43.971892","2014-10-19 16:07:34.028726","2014-10-19 16:36:30.811184"
1296092,96254,111793,"car","Yama Japanese Restaurant","Japanese","Spicy Tuna",1,"Rolls","00:06:24.077066",40.7358722880658,-73.9876646158273,40.736616,-73.9779726,"2014-10-04 20:54:42.07027","2014-10-04 21:00:21.725372","2014-10-04 21:17:11.98257","2014-10-04 21:28:37.784534"
1389988,111356,149651,"bicycle","sweetgreen","Salad","Roasted Turkey + Fall Vegetables",1,"Signatures",,40.7450785894133,-73.9888215065002,40.7443135,-73.9873139,"2014-10-18 16:35:48.897792",,,"2014-10-18 16:56:38.139822"
1410753,83287,54954,"bicycle","Five Guys Burgers and Fries","Burger","Cheeseburger",1,"Burgers",,40.7323682879162,-74.0037488922716,40.7226793,-73.9949382,"2014-10-20 20:14:45.157025","2014-10-20 20:18:42.380474","2014-10-20 20:37:15.603351","2014-10-20 20:45:42.410194"
1339653,186478,144719,"bicycle","Trader Joe's","Grocery Store","Tomato Pesto Flatbread",1,"Frozen Foods",,40.74174,-73.99365,40.737848,-74.003611,"2014-10-11 16:53:28.189205","2014-10-11 17:01:32.038452","2014-10-11 18:24:54.405652","2014-10-11 18:32:46.031716"
1275526,303211,31859,"bicycle","Hale & Hearty","Salad","Dirty Chips Lightly Salted",1,"Desserts and Chips",,40.7860171236332,-73.9784718253445,40.7938339,-73.941521,"2014-10-01 20:34:44.468907","2014-10-01 20:34:30.382857","2014-10-01 20:43:52.121288","2014-10-01 21:00:33.384112"
1414452,148033,128139,"car","Shake Shack","Burger",,,,,40.68277,-73.976532,40.6932564,-73.9661733,"2014-10-21 14:57:29.338613","2014-10-21 15:30:02.259968","2014-10-21 15:31:21.050095","2014-10-21 15:37:44.276996"
1458106,104983,152741,"car","Fairway Market",,,,,,40.7783736214385,-73.9525572272106,40.7769199,-73.958928,"2014-10-26 14:00:57.891329","2014-10-26 14:01:36.58344","2014-10-26 14:44:57.119633","2014-10-26 14:54:36.21954"
1483976,397737,178325,"bicycle","Serafina at Time Hotel",,,,,,40.7615390516589,-73.9851464935393,40.761100445238,-73.9992188723661,"2014-10-29 22:56:41.460136",,,"2014-10-29 23:43:26.556202"
1325129,41991,108647,"bicycle","Blue Ribbon Sushi Bar & Grill","Japanese","Tamago",1,"Taiheiyo (Pacific Ocean)","00:12:20.755994",40.7676529121173,-73.9829254560004,40.763269,-73.963113,"2014-10-09 19:01:43.82709","2014-10-09 19:23:34.10278","2014-10-09 19:38:53.508543","2014-10-09 19:49:00.327903"
1439884,103822,134198,"bicycle","Luke's Lobster","Seafood","Lobster Roll",1,"Rolls","00:06:01.538624",40.7268229974521,-73.9854709755758,40.7460604,-73.9946738,"2014-10-24 19:08:47.202846","2014-10-24 19:18:21.868365","2014-10-24 19:26:12.527804","2014-10-24 19:44:21.936745"
1366592,348130,102837,"car","Whole Foods Market","Grocery Store","Iced Tea Peach Mango Zero Calorie",2,"Teas & Drinks",,40.723955,-73.991829,40.7186834,-73.983136,"2014-10-15 14:38:27.871059","2014-10-15 15:15:33.073426","2014-10-15 15:54:54.003297","2014-10-15 16:03:20.734445"
1397309,103884,151208,"bicycle","S'MAC","American","Buffalo Chicken",1,"Sarita's Recommendation",,40.7303401819654,-73.9839935302734,40.763171337182,-73.9663593177852,"2014-10-19 12:48:29.562173","2014-10-19 12:57:05.513242","2014-10-19 13:34:55.322798","2014-10-19 14:15:45.998306"
1460699,103627,170291,"bicycle","Whole Foods Market","Grocery Store","Creme Fraiche",1,"Cheese",,40.6753166,-73.9885326,40.698193,-73.984208,"2014-10-26 17:26:53.689091","2014-10-26 17:30:04.585565","2014-10-26 19:00:22.913471","2014-10-26 19:25:26.912929"
1399321,97938,3296,"bicycle","Crif Dogs",,"Spicy Redneck",1,"Crif Dogs",,40.717006,-73.956565,40.7205817,-73.9623624,"2014-10-19 15:46:43.113984","2014-10-19 15:52:21.622374","2014-10-19 16:17:42.971941","2014-10-19 16:22:33.765629"
1390257,198677,28765,"bicycle","Lure Fishbar","Seafood","Mascarpone Polenta",1,"Dinner Sides","00:03:26.990336",40.7246345743703,-73.9984023571014,40.7677253,-73.9915642,"2014-10-18 17:11:50.763837","2014-10-18 17:10:11.590955","2014-10-18 17:37:31.916356","2014-10-18 18:13:40.943173"
1480763,358057,118095,"bicycle","sweetgreen","Salad","Salad",1,"Make Your Own","00:06:36.892573",40.7213231869706,-74.0097320079803,40.702894197756,-73.9855384568699,"2014-10-29 17:57:32.474411","2014-10-29 18:12:13.915967","2014-10-29 18:28:33.242484","2014-10-29 18:58:44.406336"
1420966,122609,28765,"bicycle","Blue Ribbon Sushi","Japanese","Spicy Tuna & Tempura Flakes",1,"Maki (Special Rolls)","00:10:16.105807",40.7261096570601,-74.0024918632005,40.7093232,-74.0158665,"2014-10-22 14:03:34.432853","2014-10-22 14:10:10.353907","2014-10-22 14:22:32.600018","2014-10-22 14:37:03.401668"
1286764,141596,139444,"bicycle","Peacefood Cafe","Vegan","Pan-seared French Horn Mushrooms",1,"Panini","00:15:44.083017",40.7851600432828,-73.9769164738378,40.800023,-73.971317,"2014-10-03 17:06:43.623919","2014-10-03 17:10:21.125908","2014-10-03 17:42:37.241721","2014-10-03 17:54:57.827927"
1458041,129518,108006,"bicycle","The Grey Dog  - Chelsea","Coffee","Village Pancakes",1,"Breakfast","00:06:13.885722",40.740784,-74.000721,40.73357,-74.0065899,"2014-10-26 13:55:39.299083","2014-10-26 14:05:25.946374","2014-10-26 14:19:48.735648","2014-10-26 14:30:12.166624"
1402861,135879,147789,"car","Eva's Kitchen","Mediterranean",,,,,40.7326086671628,-73.9972613130445,40.7190176,-73.9855386,"2014-10-19 19:56:05.288116","2014-10-19 20:04:39.028035","2014-10-19 20:27:58.896227","2014-10-19 20:49:22.01761"
1294429,328864,111793,"car","Pies 'n' Thighs",,"Fried Chicken Sandwich",1,"Dinner Entrees","00:02:00.329853",40.711255247272,-73.9614426246718,40.701183,-73.928499,"2014-10-04 17:13:04.237466","2014-10-04 17:13:07.261252","2014-10-04 17:30:58.021715","2014-10-04 17:46:18.701352"
1435631,91981,104111,"bicycle","Roast Kitchen",,,,,"00:03:55.142112",40.757005,-73.976151,40.755046462968,-73.971461715955,"2014-10-24 11:36:31.27953","2014-10-24 11:40:22.235489","2014-10-24 12:05:12.623273","2014-10-24 12:14:46.28015"
1375520,81605,91735,"bicycle","Veselka","Russian","Soft Drink",1,"Beverages","00:05:28.145417",40.7291362344092,-73.9869715129134,40.7363529,-73.9843794,"2014-10-16 19:45:18.01993","2014-10-16 19:52:59.559151","2014-10-16 20:00:57.177714","2014-10-16 20:11:10.096075"
1314550,348787,119813,"bicycle","Otto Enoteca Pizzeria","Italian","Prosciutto Arugula",1,"Pizzas","00:22:42.942105",40.7320637605782,-73.996154665947,40.767581786759,-73.9837041751259,"2014-10-07 18:40:38.769589","2014-10-07 18:49:49.978276","2014-10-07 19:27:58.470009","2014-10-07 19:55:56.804909"
1287603,55334,39202,"bicycle","Sushi of Gari Tribeca","Japanese","Tuna Of Gari",2,"From Sushi Bar","00:06:17.649828",40.7167257647827,-74.0082506455219,40.723324,-73.991335,"2014-10-03 18:15:11.69207","2014-10-03 18:14:16.87066","2014-10-03 18:40:07.114173","2014-10-03 18:56:18.068795"
1273784,39275,132725,"bicycle","Potbelly Sandwich Shop",,,,,"00:03:17.699593",40.757653390951,-73.9706490259661,40.7715363,-73.9506762,"2014-10-01 15:35:20.209146","2014-10-01 15:36:28.335958","2014-10-01 15:46:50.673087","2014-10-01 16:04:27.040301"
1486025,200631,97695,"car","Amy Ruth's","Southern","Fruit Juice",1,"Beverages","00:08:08.465981",40.8025496095532,-73.9502326800247,40.798558,-73.93488,"2014-10-30 12:45:50.509359","2014-10-30 13:28:39.792756","2014-10-30 13:37:12.483083","2014-10-30 13:47:23.358449"
1416043,133844,157415,"car","Parm","Italian","House Roasted Turkey",1,"Sandwiches","00:02:10.997014",40.723019825,-73.995854,40.7188211107576,-73.9828056191319,"2014-10-21 19:23:42.65276","2014-10-21 19:28:32.433316","2014-10-21 19:33:23.589517","2014-10-21 19:50:58.535709"
1468364,400527,105427,"bicycle","Katz's Delicatessen",,"Matzo Ball Soup",1,"Soups",,40.7223070663595,-73.9873516559601,40.7235314,-73.9823242,"2014-10-27 14:36:30.220162","2014-10-27 14:49:33.685474","2014-10-27 15:05:46.880366","2014-10-27 15:13:29.106452"
1294451,148459,150915,"bicycle","The Kati Roll Company","Indian","Chicken Tikka Roll",1,"Rolls","00:03:34.653565",40.72951,-74.000865,40.7321662,-73.9886273,"2014-10-04 17:19:02.237616","2014-10-04 17:20:16.342055","2014-10-04 17:29:35.90412","2014-10-04 17:57:10.566804"
1355600,376824,102647,"bicycle","Momofuku Milk Bar (archived)","Dessert","B'day Cake Truffles",1,"Cake Truffles",,40.7231283099199,-74.0020608901977,40.7073297773841,-74.0044443284408,"2014-10-13 15:59:30.855203","2014-10-13 15:58:33.845604","2014-10-13 16:21:25.350875","2014-10-13 16:34:46.561388"
1458715,173667,177847,"bicycle","Whole Foods Market","Grocery Store",,,,,40.723955,-73.991829,40.7187606795648,-74.0025358910141,"2014-10-26 14:45:26.373464","2014-10-26 14:42:49.17454","2014-10-26 15:09:39.900963","2014-10-26 15:25:00.647493"
1466413,9666,147300,"bicycle","Morton Williams Supermarket",,,,,,40.7687897053105,-73.9852211015896,40.7672065,-73.9841974,"2014-10-27 00:00:23.724511","2014-10-27 00:12:32.423147","2014-10-27 00:46:23.388794","2014-10-27 00:53:16.790603"
1356657,92806,3296,"bicycle","The Mercer Kitchen",,"Steamed Skate",1,"Lunch/Dinner (Entree)","00:06:34.479943",40.7247436421556,-73.9986615554824,40.7244144,-73.9913664,"2014-10-13 19:06:37.529308","2014-10-13 19:11:23.375925","2014-10-13 19:41:45.429593","2014-10-13 19:47:38.770572"
1312898,118662,62487,"car","The Prime Grill",,,,,,40.7613,-73.97307,40.702534,-74.013126,"2014-10-07 12:05:11.572122","2014-10-07 12:25:34.582632","2014-10-07 12:32:24.177743","2014-10-07 13:02:27.890473"
